дата;открытие;закрытие;мин;макс
27/11/18;109570;109550;109540;109570
27/11/18;109550;109510;109510;109590
27/11/18;109500;109530;109500;109540
27/11/18;109540;109480;109480;109540
27/11/18;109480;109500;109470;109520
27/11/18;109490;109500;109480;109510
27/11/18;109510;109520;109510;109560
27/11/18;109520;109500;109500;109530
27/11/18;109500;109510;109490;109520
27/11/18;109510;109540;109510;109560
27/11/18;109540;109540;109510;109550
27/11/18;109520;109450;109450;109540
27/11/18;109450;109470;109450;109490
27/11/18;109460;109470;109440;109470
27/11/18;109460;109440;109410;109460
27/11/18;109440;109440;109410;109440
27/11/18;109440;109440;109430;109440
27/11/18;109440;109400;109400;109440
27/11/18;109400;109410;109390;109430
27/11/18;109410;109400;109380;109450
27/11/18;109400;109430;109400;109440
27/11/18;109410;109470;109410;109500
27/11/18;109480;109450;109450;109500
27/11/18;109460;109450;109420;109460
27/11/18;109440;109480;109440;109480
27/11/18;109480;109450;109450;109480
27/11/18;109450;109450;109440;109470
27/11/18;109450;109480;109450;109480
27/11/18;109480;109480;109450;109490
27/11/18;109480;109490;109480;109500
27/11/18;109490;109460;109460;109500
27/11/18;109470;109490;109470;109490
27/11/18;109490;109490;109480;109500
27/11/18;109480;109480;109480;109480
27/11/18;109490;109470;109470;109500
27/11/18;109470;109450;109440;109490
27/11/18;109450;109540;109450;109540
27/11/18;109550;109550;109520;109550
27/11/18;109540;109500;109490;109540
27/11/18;109510;109510;109500;109510
27/11/18;109520;109490;109490;109530
27/11/18;109500;109490;109460;109510
27/11/18;109490;109480;109460;109500
27/11/18;109480;109490;109470;109500
27/11/18;109490;109510;109490;109550
27/11/18;109500;109500;109480;109500
27/11/18;109490;109500;109490;109510
27/11/18;109510;109540;109500;109560
27/11/18;109530;109530;109510;109540
27/11/18;109520;109520;109500;109530
27/11/18;109500;109520;109500;109530
27/11/18;109530;109500;109480;109530
27/11/18;109490;109490;109460;109490
27/11/18;109490;109480;109480;109510
27/11/18;109490;109480;109480;109500
27/11/18;109480;109470;109450;109490
27/11/18;109480;109500;109470;109500
27/11/18;109500;109530;109500;109540
27/11/18;109540;109570;109530;109590
27/11/18;109580;109530;109520;109590
27/11/18;109520;109580;109510;109580
